index,word,block,pos
1720,ezh2,These data demonstrate a key role for NEK2 in maintaining GSCs in GBM by stabilizing the EZH2 protein and introduce the small-molecule inhibitor CMP3a as a potential therapeutic agent for GBM.,89
1752,o-6-methylguanine-dna-methyltransferase,"One of the major mechanisms of cancer drug resistance is enhanced activity of a DNA repair enzyme, O-6-methylguanine-DNA-methyltransferase (MGMT), which counteracts chemotherapy-induced DNA alkylation and is a key component of chemoresistance.",99
1752,mgmt,"One of the major mechanisms of cancer drug resistance is enhanced activity of a DNA repair enzyme, O-6-methylguanine-DNA-methyltransferase (MGMT), which counteracts chemotherapy-induced DNA alkylation and is a key component of chemoresistance.",140
1752,mgmt,"MGMT repairs TMZ-induced DNA lesions, O-6-meG, by transferring the alkyl group from guanine to a cysteine residue.",0
1752,mgmt,"This review provides an overview of recent advances in the field, with particular emphasis on the inhibitors of MGMT and underlying mechanisms.",112
1752,mgmt,"Literature search was performed through PubMed and all relevant articles were reviewed, with particular attention to MGMT, its role in TMZ-resistant gliomas, effects of MGMT inhibitors and the underlying mechanisms.",117
1752,mgmt,"Literature search was performed through PubMed and all relevant articles were reviewed, with particular attention to MGMT, its role in TMZ-resistant gliomas, effects of MGMT inhibitors and the underlying mechanisms.",169
1752,mgmt,Several strategies are currently being pursued to improve the therapeutic efficacy of TMZ via inhibition of MGMT to reduce chemoresistance and improve overall survival.,108
1752,mgmt,MGMT may be a promising target for the treatment of TMZ-resistant gliomas.,0
1770,epidermalgrowthfactorreceptor,"Following exposure to radiation and chemotherapeutic agents, the epidermal growth factor receptor (EGFR) can modulate the repair of DNA double-strand breaks (DSB) by forming protein complexes that include the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs).",65
1770,egfr,"Following exposure to radiation and chemotherapeutic agents, the epidermal growth factor receptor (EGFR) can modulate the repair of DNA double-strand breaks (DSB) by forming protein complexes that include the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs).",99
1770,dna-dependentproteinkinase,"Following exposure to radiation and chemotherapeutic agents, the epidermal growth factor receptor (EGFR) can modulate the repair of DNA double-strand breaks (DSB) by forming protein complexes that include the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs).",230
1770,dna-pkcs,"Following exposure to radiation and chemotherapeutic agents, the epidermal growth factor receptor (EGFR) can modulate the repair of DNA double-strand breaks (DSB) by forming protein complexes that include the catalytic subunit of DNA-dependent protein kinase (DNA-PKcs).",260
1770,insulin-likegrowthfactorbindingprotein-3,"Our previous studies have shown that insulin-like growth factor binding protein-3 (IGFBP-3) is a substrate for DNA-PKcs, and can transactivate EGFR.",37
1770,igfbp-3,"Our previous studies have shown that insulin-like growth factor binding protein-3 (IGFBP-3) is a substrate for DNA-PKcs, and can transactivate EGFR.",83
1770,dna-pkcs,"Our previous studies have shown that insulin-like growth factor binding protein-3 (IGFBP-3) is a substrate for DNA-PKcs, and can transactivate EGFR.",111
1770,egfr,"Our previous studies have shown that insulin-like growth factor binding protein-3 (IGFBP-3) is a substrate for DNA-PKcs, and can transactivate EGFR.",143
1770,igfbp-3,We therefore questioned whether IGFBP-3 might interact with the EGFR - DNA-PK complex that regulates the DNA damage response.,32
1770,egfr,We therefore questioned whether IGFBP-3 might interact with the EGFR - DNA-PK complex that regulates the DNA damage response.,64
1770,igfbp-3,The aim of this study was to delineate the role of IGFBP-3 in the response of breast cancer cells to DSB-inducing chemotherapeutic agents.,51
1770,estrogenreceptor,"In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib.",7
1770,igfbp-3,"In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib.",96
1770,egfr,"In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib.",136
1770,igfbp-3,"In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib.",145
1770,egfr,"In the estrogen receptor-negative breast cancer cell lines MDA-MB-468 and Hs578T, which express IGFBP-3 highly, nuclear localization of EGFR and IGFBP-3 was enhanced by treatment with cytotoxic drugs etoposide or doxorubicin and reduced by the EGFR kinase inhibitor gefitinib.",244
1770,igfbp-3,"Enhanced association among IGFBP-3, EGFR and DNA-PKcs, following the exposure to DNA-damaging drugs was supported by both co-immunoprecipitation analysis and direct visualization by proximity ligation assay.",27
1770,egfr,"Enhanced association among IGFBP-3, EGFR and DNA-PKcs, following the exposure to DNA-damaging drugs was supported by both co-immunoprecipitation analysis and direct visualization by proximity ligation assay.",36
1770,dna-pkcs,"Enhanced association among IGFBP-3, EGFR and DNA-PKcs, following the exposure to DNA-damaging drugs was supported by both co-immunoprecipitation analysis and direct visualization by proximity ligation assay.",45
1770,dna-pkcs,"The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy.",18
1770,egfr,"The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy.",120
1770,dna-pkcs,"The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy.",129
1770,igfbp-3,"The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy.",204
1770,igfbp-3,"The activation of DNA-PKcs at Ser2056, DNA repair as measured by a nonhomologous end-joining assay, and the increase in EGFR and DNA-PKcs interaction induced by DNA-damaging agents, were all decreased by IGFBP-3 silencing, suggesting that IGFBP-3 has an obligatory role in the DNA repair response to DNA-damaging therapy.",239
1770,igfbp-3,"In conclusion, IGFBP-3 co-translocation to the nucleus of breast cancer cells and its formation of a complex with DNA-PKcs and EGFR in response to DNA damage shows its potential involvement in the regulation of DNA repair.",15
1770,dna-pkcs,"In conclusion, IGFBP-3 co-translocation to the nucleus of breast cancer cells and its formation of a complex with DNA-PKcs and EGFR in response to DNA damage shows its potential involvement in the regulation of DNA repair.",114
1770,egfr,"In conclusion, IGFBP-3 co-translocation to the nucleus of breast cancer cells and its formation of a complex with DNA-PKcs and EGFR in response to DNA damage shows its potential involvement in the regulation of DNA repair.",127
1770,igfbp-3,This suggests the possibility of a therapeutic approach for sensitizing breast cancer to chemo-or radiotherapy by targeting the DNA repair function of IGFBP-3.,151
1801,drd2,"ONC201 is an oral, small molecule selective antagonist of the G protein-coupled receptor DRD2 that causes p53-independent apoptosis in tumor cells via integrated stress response activation and Akt/ERK inactivation.",89
1801,p53,"ONC201 is an oral, small molecule selective antagonist of the G protein-coupled receptor DRD2 that causes p53-independent apoptosis in tumor cells via integrated stress response activation and Akt/ERK inactivation.",106
1801,akt,"ONC201 is an oral, small molecule selective antagonist of the G protein-coupled receptor DRD2 that causes p53-independent apoptosis in tumor cells via integrated stress response activation and Akt/ERK inactivation.",193
1801,erk,"ONC201 is an oral, small molecule selective antagonist of the G protein-coupled receptor DRD2 that causes p53-independent apoptosis in tumor cells via integrated stress response activation and Akt/ERK inactivation.",197
1801,idh1/2,"We performed a Phase II study that enrolled 17 patients with recurrent, bevacizumab-naive, IDH1/2 WT glioblastoma who received 625mg ONC201 every three weeks.",91
1801,h3,"One of these patients had a durable objective response with a secondary glioblastoma possessing a H3.3 K27M mutation, exhibiting regression by 85% in one lesion and 76% in the second lesion.",98
1801,prolactin,"Plasma PK at 2 hours post-dose was 2.6 ug/mL, serum prolactin induction was observed as a surrogate marker of target engagement, and DRD2 was expressed in all evaluated archival tumor specimens.",52
1801,drd2,"Plasma PK at 2 hours post-dose was 2.6 ug/mL, serum prolactin induction was observed as a surrogate marker of target engagement, and DRD2 was expressed in all evaluated archival tumor specimens.",133
1827,vegf-a,"They additively arrested cell cycle, increased apoptosis, and decreased VEGF-A and BCL-2 expression in HUVEC.",72
1827,bcl-2,"They additively arrested cell cycle, increased apoptosis, and decreased VEGF-A and BCL-2 expression in HUVEC.",83
1827,vegf,"Antiangiogenesis effect was also evaluated in the rat model of orthotopic glioma allograft, based upon markers including relative cerebral blood volume (rCBV) by magnetic resonance imaging (MRI), VEGF levels and microvessel density (MVD)/CD34 staining.",196
1827,cd34,"Antiangiogenesis effect was also evaluated in the rat model of orthotopic glioma allograft, based upon markers including relative cerebral blood volume (rCBV) by magnetic resonance imaging (MRI), VEGF levels and microvessel density (MVD)/CD34 staining.",238
1865,cd15,"We report that our in vitro model enriched for a CD15+/CD133- BTSC population, mirroring the phenotype of BTSCs in recurrent GBM.",49
1865,cd133,"We report that our in vitro model enriched for a CD15+/CD133- BTSC population, mirroring the phenotype of BTSCs in recurrent GBM.",55
1893,epidermalgrowthfactorreceptor,"Glioblastomas commonly (40%) exhibit epidermal growth factor receptor (EGFR) amplification; half of these tumors carry the EGFRvIII deletion variant characterized by an in-frame deletion of exons 2-7, resulting in constitutive EGFR activation.",37
1893,egfr,"Glioblastomas commonly (40%) exhibit epidermal growth factor receptor (EGFR) amplification; half of these tumors carry the EGFRvIII deletion variant characterized by an in-frame deletion of exons 2-7, resulting in constitutive EGFR activation.",71
1893,egfr,"Glioblastomas commonly (40%) exhibit epidermal growth factor receptor (EGFR) amplification; half of these tumors carry the EGFRvIII deletion variant characterized by an in-frame deletion of exons 2-7, resulting in constitutive EGFR activation.",123
1893,egfr,"Glioblastomas commonly (40%) exhibit epidermal growth factor receptor (EGFR) amplification; half of these tumors carry the EGFRvIII deletion variant characterized by an in-frame deletion of exons 2-7, resulting in constitutive EGFR activation.",227
1893,egfr,"Although EGFR tyrosine kinase inhibitors had only modest effects in glioblastoma, novel therapeutic agents targeting amplified EGFR or EGFRvIII continue to be developed.",9
1893,egfr,"Although EGFR tyrosine kinase inhibitors had only modest effects in glioblastoma, novel therapeutic agents targeting amplified EGFR or EGFRvIII continue to be developed.",127
1893,egfrviii,"Although EGFR tyrosine kinase inhibitors had only modest effects in glioblastoma, novel therapeutic agents targeting amplified EGFR or EGFRvIII continue to be developed.",135
1893,egfr,"Depatuxizumab mafodotin (ABT-414) is an EGFR-targeting antibody-drug conjugate consisting of the mAb 806 and a toxic payload, monomethyl auristatin F.",40
1893,egfr,"Because glioma cell lines and patient-derived glioma-initiating cell models expressed too little EGFR in vitro to be ABT-414-sensitive, we generated glioma sublines overexpressing EGFR or EGFRvIII to explore determinants of ABT-414-induced cell death.",97
1893,egfr,"Because glioma cell lines and patient-derived glioma-initiating cell models expressed too little EGFR in vitro to be ABT-414-sensitive, we generated glioma sublines overexpressing EGFR or EGFRvIII to explore determinants of ABT-414-induced cell death.",180
1893,egfrviii,"Because glioma cell lines and patient-derived glioma-initiating cell models expressed too little EGFR in vitro to be ABT-414-sensitive, we generated glioma sublines overexpressing EGFR or EGFRvIII to explore determinants of ABT-414-induced cell death.",188
1893,egfrviii,Overexpression of EGFRvIII induces sensitization to ABT-414 more readily than overexpression of EGFR in vitro and in vivo.,18
1893,egfr,Overexpression of EGFRvIII induces sensitization to ABT-414 more readily than overexpression of EGFR in vitro and in vivo.,96
1893,egfrviii,"Exposure to ABT-414 in vivo eliminated EGFRvIII-expressing tumor cells, and recurrent tumors were devoid of EGFRvIII expression.",39
1893,egfrviii,"Exposure to ABT-414 in vivo eliminated EGFRvIII-expressing tumor cells, and recurrent tumors were devoid of EGFRvIII expression.",108
1893,egfr,There is no bystander killing of cells devoid of EGFR expression.,49
1893,egf,"Surprisingly, either exposure to EGF or to EGFR tyrosin kinase inhibitors reduce EGFR protein levels and are thus not strategies to promote ABT-414-induced cell killing.",33
1893,egfr,"Surprisingly, either exposure to EGF or to EGFR tyrosin kinase inhibitors reduce EGFR protein levels and are thus not strategies to promote ABT-414-induced cell killing.",43
1893,egfr,"Surprisingly, either exposure to EGF or to EGFR tyrosin kinase inhibitors reduce EGFR protein levels and are thus not strategies to promote ABT-414-induced cell killing.",81
1893,egfr,"Furthermore, glioma cells overexpressing kinase-dead EGFR or EGFRvIII retain binding of mAb 806 and sensitivity to ABT-414, allowing to dissociate EGFR phosphorylation from the emergence of the ""active"" EGFR conformation required for ABT-414 binding.",53
1893,egfrviii,"Furthermore, glioma cells overexpressing kinase-dead EGFR or EGFRvIII retain binding of mAb 806 and sensitivity to ABT-414, allowing to dissociate EGFR phosphorylation from the emergence of the ""active"" EGFR conformation required for ABT-414 binding.",61
1893,egfr,"Furthermore, glioma cells overexpressing kinase-dead EGFR or EGFRvIII retain binding of mAb 806 and sensitivity to ABT-414, allowing to dissociate EGFR phosphorylation from the emergence of the ""active"" EGFR conformation required for ABT-414 binding.",147
1893,egfr,"Furthermore, glioma cells overexpressing kinase-dead EGFR or EGFRvIII retain binding of mAb 806 and sensitivity to ABT-414, allowing to dissociate EGFR phosphorylation from the emergence of the ""active"" EGFR conformation required for ABT-414 binding.",203
1893,egfr,The combination of EGFR-targeting antibody-drug conjugates with EGFR tyrosine kinase inhibitors carries a high risk of failure.,19
1893,egfr,The combination of EGFR-targeting antibody-drug conjugates with EGFR tyrosine kinase inhibitors carries a high risk of failure.,64
1893,egfr,Promoting EGFR expression rather than phosphorylation should result in glioblastoma cell sensitization to ABT-414.,10
2003,epidermalgrowthfactor,The receptor for epidermal growth factor (EGFR) is a prime target for cancer therapy across a broad variety of tumor types.,17
2003,egfr,The receptor for epidermal growth factor (EGFR) is a prime target for cancer therapy across a broad variety of tumor types.,42
2003,egfr,"As it is a tyrosine kinase, small molecule tyrosine kinase inhibitors (TKIs) targeting signal transduction, as well as monoclonal antibodies against the EGFR, have been investigated as anti-tumor agents.",153
2003,egfr,"However, despite the long-known enigmatic EGFR gene amplification and protein overexpression in glioblastoma, the most aggressive intrinsic human brain tumor, the potential of EGFR as a target for this tumor type has been unfulfilled.",42
2003,egfr,"However, despite the long-known enigmatic EGFR gene amplification and protein overexpression in glioblastoma, the most aggressive intrinsic human brain tumor, the potential of EGFR as a target for this tumor type has been unfulfilled.",176
2003,egfr,"This review analyses the attempts to use TKIs and monoclonal antibodies against glioblastoma, with special consideration given to immunological approaches, the use of EGFR as a docking molecule for conjugates with toxins, T-cells, oncolytic viruses, exosomes and nanoparticles.",167
2081,testis,"Previously, our group had shown that GBM patients expressing the cancer/testis antigen Opa Interacting Protein 5 (OIP5) present a longer survival period than the OIP5-negative group.",72
2081,opainteractingprotein5,"Previously, our group had shown that GBM patients expressing the cancer/testis antigen Opa Interacting Protein 5 (OIP5) present a longer survival period than the OIP5-negative group.",87
2081,oip5,"Previously, our group had shown that GBM patients expressing the cancer/testis antigen Opa Interacting Protein 5 (OIP5) present a longer survival period than the OIP5-negative group.",114
2081,oip5,"Previously, our group had shown that GBM patients expressing the cancer/testis antigen Opa Interacting Protein 5 (OIP5) present a longer survival period than the OIP5-negative group.",162
2081,oip5,"The main goal of this study was to evaluate the OIP5 contribution to GBM tumorigenesis and assess the role of OIP5 in GBM cell response to lomustine, an alkylating agent used in the treatment of this malignancy.",48
2081,oip5,"The main goal of this study was to evaluate the OIP5 contribution to GBM tumorigenesis and assess the role of OIP5 in GBM cell response to lomustine, an alkylating agent used in the treatment of this malignancy.",110
2081,oip5,"So, the effect of OIP5 knockdown was evaluated in A172 and T98G GBM cell lines.",18
2081,oip5,Our results demonstrated that downregulation of the OIP5 stimulates glioma cell viability and inhibits cell death-induced necrosis prompted by lomustine.,52
2081,oip5,"In conclusion, our data shows that OIP5 expression in GBM cells seems to be able to enhance lomustine cytotoxic effects, reinforcing that this gene is a potential therapeutic target and putative molecular biomarker for treatment response in GBM.",35
2107,recombinationactivatinggene2,"Here, we created an immunodeficient rat with a functional deletion of the Recombination Activating Gene 2 (Rag2) gene, using genetically modified spermatogonial stem cells (SSC).",74
2107,rag2,"Here, we created an immunodeficient rat with a functional deletion of the Recombination Activating Gene 2 (Rag2) gene, using genetically modified spermatogonial stem cells (SSC).",107
2107,rag2,We targeted the Rag2 gene in rat SSCs with TALENs and transplanted these Rag2-deficient SSCs into sterile recipients.,16
2107,rag2,We targeted the Rag2 gene in rat SSCs with TALENs and transplanted these Rag2-deficient SSCs into sterile recipients.,73
2107,rag2,"Offspring were genotyped, and a founder with a 27 bp deletion mutation was identified and bred to homozygosity to produce the Sprague-Dawley Rag2 - Rag2(tm1Hera)",141
2107,rag2,"Offspring were genotyped, and a founder with a 27 bp deletion mutation was identified and bred to homozygosity to produce the Sprague-Dawley Rag2 - Rag2(tm1Hera)",148
2107,sdr,(SDR) knockout rat.,1
2107,kras,"In addition, a human KRAS-mutant non-small cell lung cancer cell line (H358), a patient-derived high-grade serous ovarian cancer cell line (OV81), and a patient-derived recurrent endometrial cancer cell line (OV185) were transplanted subcutaneously to test the ability of the SDR rat to accommodate human xenografts from multiple tissue types.",21
2139,epidermalgrowthfactorreceptor,The epidermal growth factor receptor (EGFR) displays genomic alterations enabling DNA repair mechanisms in half of GBMs.,4
2139,egfr,The epidermal growth factor receptor (EGFR) displays genomic alterations enabling DNA repair mechanisms in half of GBMs.,38
2139,egfr,"We aimed to investigate EGFR/DNA combi-targeting in GBM.Experimental Design ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition.",24
2139,egfr,"We aimed to investigate EGFR/DNA combi-targeting in GBM.Experimental Design ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition.",190
2139,egfr,"We assessed its in vitro efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant in vivo-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII).",169
2139,egfr,"We assessed its in vitro efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant in vivo-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII).",212
2139,egfr,"We assessed its in vitro efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant in vivo-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII).",243
2139,egfrviii,We evaluated its antitumor activity in mice harboring orthotopic EGFRvIII or mesenchymal TMZ-resistant GSC tumors.,65
2139,egf,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",17
2139,egfr,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",52
2139,erk1/2,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",69
2139,p53,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",158
2139,p53,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",216
2139,egfr,ZR2002 induced similar effects on U87/EGFR cell lines and its oral administration significantly increased survival in an orthotopic EGFRvIII mouse model.,38
2139,egfrviii,ZR2002 induced similar effects on U87/EGFR cell lines and its oral administration significantly increased survival in an orthotopic EGFRvIII mouse model.,132
2139,egfr,"ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.",111
2139,erk1/2,"ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.",117
2139,akt,"ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.",129
2139,egfr,"These findings provide the molecular basis of binary EGFR/DNA targeting and uncover the oral bioavailability, blood-brain barrier permeability, and antitumor activity of ZR2002 supporting potential evaluation of this first-in-class drug in recurrent GBM.",53
2182,interleukin-13receptor,"Interleukin-13 receptor (IL-13R)-targeted cytotoxin (IL-13-PE38) displays a potent antitumor activity against a variety of human tumors including glioblastoma multiforme (GBM) and, thus, this agent is being tested in the clinical trial for the treatment of recurrent GBM.",0
2182,il-13r,"Interleukin-13 receptor (IL-13R)-targeted cytotoxin (IL-13-PE38) displays a potent antitumor activity against a variety of human tumors including glioblastoma multiforme (GBM) and, thus, this agent is being tested in the clinical trial for the treatment of recurrent GBM.",25
2182,il-13,"Interleukin-13 receptor (IL-13R)-targeted cytotoxin (IL-13-PE38) displays a potent antitumor activity against a variety of human tumors including glioblastoma multiforme (GBM) and, thus, this agent is being tested in the clinical trial for the treatment of recurrent GBM.",53
2182,il-13,"In this study, the authors determined the safety and distribution kinetics of IL-13 cytotoxin when infused intracranially by a bolus injection and by convection-enhanced delivery (CED) in an athymic nude mouse model of GBM.s.",78
2182,il-13,"For the safety studies, athymic nude mice were given intracranial infusions of IL-13 cytotoxin into normal parenchyma by either a bolus injection or a 7-day-long CED.",79
2182,il-13,"For the drug distribution studies, nude mice with intracranially implanted U251 GBM tumors were given an intratumor bolus or a CED infusion of IL-13 cytotoxin.",143
2182,il-13,"Based on the histological changes in the tumor and brain, the maximum tolerated dose of intracranial IL-13 cytotoxin infusion in nude mice was determined to be 4 mug when delivered by a bolus injection and 10 mug when CED was used.",101
2182,interleukin-13,Interleukin-13 cytotoxin was barely detectable 6 hours after the injection.,0
2182,il-13,IL-13 cytotoxin exhibited superior distribution in larger rather than smaller tumors.,0
2182,il-13,These studies provide confirmation of a previous hypothesis that CED of IL-13 cytotoxin is superior to bolus injections not only for the safety of the normal brain but also for maintaining drug levels for a prolonged period in infused brain tumors.,72
2182,il-13,"These findings are highly relevant and important for the optimal clinical development of IL-13 cytotoxin or any other targeted antitumor agent for GBM therapy, in which multiple routes of delivery of an agent are being contemplated.",89
2210,gli1,"Toward this goal, we have developed polyethylenimine-wrapped spherical nucleic acid nanoparticles (PEI-SNAs) targeting Gli1, a transcription factor within the Hedgehog signaling pathway that is crucial for the maintenance of GSCs.",119
2210,hedgehog,"Toward this goal, we have developed polyethylenimine-wrapped spherical nucleic acid nanoparticles (PEI-SNAs) targeting Gli1, a transcription factor within the Hedgehog signaling pathway that is crucial for the maintenance of GSCs.",159
2210,gli1,"Here, we demonstrate that Gli1 PEI-SNAs bind scavenger receptors on GBM cells to undergo endocytosis in a caveolae/lipid raft/dynamin-dependent manner.",26
2210,hedgehog,"They further achieve similar to 30% silencing of tumor-promoting Hedgehog pathway genes and downstream target genes that promote the aggressive, chemoresistant phenotype of GBM.",65
2210,gli1,"Most importantly, Gli1 PEI-SNAs impair the self-renewal capacity of GBM cells as indicated by a 30-40% reduction in the expression of sternness genes and further impair the formation of stem-like neurospheres.",18
2210,gli1,These results underscore the potential for siRNA therapeutics targeting Gli1 to reduce GBM resistance to therapy and warrant further development of PEI-SNAs and Glil-targeted therapies to alleviate drug resistance and recurrence for GBM patients.,72
2210,glil,These results underscore the potential for siRNA therapeutics targeting Gli1 to reduce GBM resistance to therapy and warrant further development of PEI-SNAs and Glil-targeted therapies to alleviate drug resistance and recurrence for GBM patients.,161
2237,low-densitylipoproteinreceptor-relatedprotein-1,GRN1005 is a peptide-drug conjugate with the ability to penetrate the blood-brain barrier (BBB) and tumor cells by targeting the low-density lipoprotein receptor-related protein-1.,129
2267,vascularendothelialgrowthfactora,"Fundamentally, bevacizumab antagonizes the vascular endothelial growth factor A (VEGF(A)), which is consistently released on both endothelial cells (ECs) and GBM cells.",43
2267,vegf(a),"Fundamentally, bevacizumab antagonizes the vascular endothelial growth factor A (VEGF(A)), which is consistently released on both endothelial cells (ECs) and GBM cells.",81
2267,vegf(a),"Actually, VEGF(A) inhibition on the ECs leads to the suppression of vascular progression, permeability, and the vasogenic edema.",10
2267,vegf(a),"However, the consequence of the VEGF(A) pathway blockage on the GBM cells remains controversial.",32
2289,cd133,"In the present study, a TMZ-resistant GBM cell line, U251R, was developed and subsequently divided into two subpopulations according to the CD133 immunophenotype.",140
2289,o-6-methylguanine-dna-methyltransferase,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",62
2289,mgmt,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",103
2289,cd133,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",117
2289,cd133,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",142
2289,cd133,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",176
2289,p53upregulatedmodulatorofapoptosis,TMZ achieves its cytotoxic effect by inducing DNA lesions and p53 upregulated modulator of apoptosis (PUMA) is an essential mediator of DNA damage-induced apoptosis independently of p53 status.,62
2289,puma,TMZ achieves its cytotoxic effect by inducing DNA lesions and p53 upregulated modulator of apoptosis (PUMA) is an essential mediator of DNA damage-induced apoptosis independently of p53 status.,102
2289,p53,TMZ achieves its cytotoxic effect by inducing DNA lesions and p53 upregulated modulator of apoptosis (PUMA) is an essential mediator of DNA damage-induced apoptosis independently of p53 status.,182
2289,puma,"Therefore, whether PUMA effectively enhances growth suppression and induces apoptosis when combined with TMZ was investigated.",19
2289,puma,"Consequently, it was found that adenoviruses expressing wild-type-PUMA not only lead to the apoptosis of CD133(+) U251R cells alone, but also significantly increase their sensitivity toward TMZ by elevating the Bcl-2-associated X protein/B-cell lymphoma-2 ratio without alterations in MGMT expression.",66
