index,word,block,pos
1932,nivolumab,"Immunotherapy with immune checkpoint inhibitors such as ipilimumab, nivolumab, and pembrolizumab has provided relevant clinical improvements in other advanced tumours for which conventional therapies have had limited success, making immunotherapy an appealing strategy in glioblastoma.",68
1982,mitoxantrone,"Mitoxantrone is a highly cytotoxic antineoplastic drug, however, its poor penetration of the blood-brain barrier has limited its role in the treatment of brain cancers.",0
1982,mitoxantrone,We hypothesize that intra-arterial (IA) delivery of mitoxantrone may enhance its capacity for regional brain deposition thus expanding its potential as a brain tumor therapy agent.,52
1982,mitoxantrone,In this study we assessed the dose-response characteristics as well as the feasibility and safety of mitoxantrone delivery to the brain and specifically to gliomas in a rodent model.,101
1982,mitoxantrone,"Additionally, we observed significant tumor-specific uptake of mitoxantrone when delivered by the IA-TCH method.",63
1982,tch,No untoward effects of IA-TCH delivery of mitoxantrone were observed.,26
1982,mitoxantrone,No untoward effects of IA-TCH delivery of mitoxantrone were observed.,42
1982,mitoxantrone,The IA-TCH method is shown to be a safely tolerated and feasible strategy for delivering mitoxantrone to tumors in the glioma model tested.,89
1982,tch,Additional investigation is warranted to determine if IA-TCH delivery of mitoxantrone produces clinically relevant benefit.,57
1982,mitoxantrone,Additional investigation is warranted to determine if IA-TCH delivery of mitoxantrone produces clinically relevant benefit.,73
2003,tyrosine,"As it is a tyrosine kinase, small molecule tyrosine kinase inhibitors (TKIs) targeting signal transduction, as well as monoclonal antibodies against the EGFR, have been investigated as anti-tumor agents.",11
2003,tyrosine,"As it is a tyrosine kinase, small molecule tyrosine kinase inhibitors (TKIs) targeting signal transduction, as well as monoclonal antibodies against the EGFR, have been investigated as anti-tumor agents.",43
2030,temozolomide,"Standard-of-care therapy for newly diagnosed GBM includes surgical resection, radiotherapy, and temozolomide, administered both during and after radiotherapy.",96
2081,lomustine,"The main goal of this study was to evaluate the OIP5 contribution to GBM tumorigenesis and assess the role of OIP5 in GBM cell response to lomustine, an alkylating agent used in the treatment of this malignancy.",139
2081,lomustine,Our results demonstrated that downregulation of the OIP5 stimulates glioma cell viability and inhibits cell death-induced necrosis prompted by lomustine.,143
2081,lomustine,"In conclusion, our data shows that OIP5 expression in GBM cells seems to be able to enhance lomustine cytotoxic effects, reinforcing that this gene is a potential therapeutic target and putative molecular biomarker for treatment response in GBM.",92
2139,temozolomide,"GBM stem cells (GSC) contribute to resistance to the DNA-damaging chemotherapy, temozolomide.",80
2139,zr2002,"We aimed to investigate EGFR/DNA combi-targeting in GBM.Experimental Design ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition.",76
2139,chlorethyl,"We aimed to investigate EGFR/DNA combi-targeting in GBM.Experimental Design ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition.",148
2139,tyrosine,"We aimed to investigate EGFR/DNA combi-targeting in GBM.Experimental Design ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition.",195
2139,temozolomide,"We assessed its in vitro efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant in vivo-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII).",37
2139,temozolomide,"We assessed its in vitro efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant in vivo-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII).",94
2139,tmz,We evaluated its antitumor activity in mice harboring orthotopic EGFRvIII or mesenchymal TMZ-resistant GSC tumors.,89
2139,zr2002,ZR2002 induced submicromolar antiproliferative effects and inhibited neurosphere formation of all GSCs with marginal effects on normal human astrocytes.,0
2139,zr2002,"ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism.",0
2139,zr2002,ZR2002 induced similar effects on U87/EGFR cell lines and its oral administration significantly increased survival in an orthotopic EGFRvIII mouse model.,0
2139,zr2002,"ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.",0
2139,temozolomide,"ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.",68
2139,zr2002,"These findings provide the molecular basis of binary EGFR/DNA targeting and uncover the oral bioavailability, blood-brain barrier permeability, and antitumor activity of ZR2002 supporting potential evaluation of this first-in-class drug in recurrent GBM.",170
2210,polyethylenimine,"Toward this goal, we have developed polyethylenimine-wrapped spherical nucleic acid nanoparticles (PEI-SNAs) targeting Gli1, a transcription factor within the Hedgehog signaling pathway that is crucial for the maintenance of GSCs.",36
2210,pei,"Toward this goal, we have developed polyethylenimine-wrapped spherical nucleic acid nanoparticles (PEI-SNAs) targeting Gli1, a transcription factor within the Hedgehog signaling pathway that is crucial for the maintenance of GSCs.",99
2210,pei,"Here, we demonstrate that Gli1 PEI-SNAs bind scavenger receptors on GBM cells to undergo endocytosis in a caveolae/lipid raft/dynamin-dependent manner.",31
2210,temozolomide,"This produces a 30% decrease in proliferation that correlates with a robust onset of GBM cell senescence as well as an similar to 60% decrease in metabolic activity with or without cotreatment with temozolomide (TMZ), the frontline chemotherapy for GBM.",198
2210,tmz,"This produces a 30% decrease in proliferation that correlates with a robust onset of GBM cell senescence as well as an similar to 60% decrease in metabolic activity with or without cotreatment with temozolomide (TMZ), the frontline chemotherapy for GBM.",212
2210,pei,"Most importantly, Gli1 PEI-SNAs impair the self-renewal capacity of GBM cells as indicated by a 30-40% reduction in the expression of sternness genes and further impair the formation of stem-like neurospheres.",23
2210,tmz,They also substantially improve neurosphere chemosensitivity as demonstrated by a 2-fold increase in the fraction of cells undergoing apoptosis in response to low doses of TMZ.,172
2210,pei,These results underscore the potential for siRNA therapeutics targeting Gli1 to reduce GBM resistance to therapy and warrant further development of PEI-SNAs and Glil-targeted therapies to alleviate drug resistance and recurrence for GBM patients.,148
2237,grn1005,GRN1005 is a peptide-drug conjugate with the ability to penetrate the blood-brain barrier (BBB) and tumor cells by targeting the low-density lipoprotein receptor-related protein-1.,0
2237,grn1005,We conducted a first-in-human phase I trial of GRN1005 in patients with recurrent glioma.s,47
2237,grn1005,Patients received GRN1005 by intravenous infusion every 3 weeks.,18
2237,grn1005,Tumor extracted from patients undergoing surgery following administration of GRN1005 was analyzed to determine whether therapeutic concentrations of GRN1005 were achieved.,77
2237,grn1005,Tumor extracted from patients undergoing surgery following administration of GRN1005 was analyzed to determine whether therapeutic concentrations of GRN1005 were achieved.,149
2237,grn1005,Sixty-three patients received GRN1005 at doses of 30 to 700 mg/m(2) every 3 weeks.,30
2237,grn1005,Pharmacokinetic analysis showed that exposure to GRN1005 was dose proportional.,49
2237,grn1005,Therapeutic concentrations of GRN1005 and free paclitaxel were shown in tumor tissue of surgical patients dosed with >=,30
2237,paclitaxel,Therapeutic concentrations of GRN1005 and free paclitaxel were shown in tumor tissue of surgical patients dosed with >=,47
2237,grn1005,GRN1005 delivers paclitaxel across the BBB and achieves therapeutic concentrations in tumor tissue.,0
2237,paclitaxel,GRN1005 delivers paclitaxel across the BBB and achieves therapeutic concentrations in tumor tissue.,17
2237,paclitaxel,It has similar toxicity to paclitaxel and appears to have activity in recurrent glioma.,27
2267,bevacizumab,"Recently, the U.S. Food and Drug Administration (FDA) has approved an antiangiogenesis medication for recurrent GBM-bevacizumab-which has improved progression-free survival in GBM patients.",116
2267,bevacizumab,"Although bevacizumab has resulted in significant early clinical benefit, it inescapably predisposes tumor to relapse that can be represented as an infiltrative phenotype.",9
2267,bevacizumab,"Fundamentally, bevacizumab antagonizes the vascular endothelial growth factor A (VEGF(A)), which is consistently released on both endothelial cells (ECs) and GBM cells.",15
2267,bevacizumab,"Nevertheless, a piece of evidence supports the relationship between bevacizumab application and compensatory activation of kinase signaling within GBM cells, leading to a tumor cell invasion known as the main mechanism of bevacizumab-induced tumor resistance.",68
2267,bevacizumab,"Nevertheless, a piece of evidence supports the relationship between bevacizumab application and compensatory activation of kinase signaling within GBM cells, leading to a tumor cell invasion known as the main mechanism of bevacizumab-induced tumor resistance.",222
2267,bevacizumab,A complete understanding of kinase responses associated with tumor invasion in bevacizumab-resistant GBMs offers new therapeutic opportunities.,79
2267,bevacizumab,"Thus, this study aimed at presenting a brief overview of preclinical and clinical data of the tumor invasion and resistance induced by bevacizumab administration in GBMs, with a focus on the kinase responses during treatment.",135
2289,temozolomide,"Chemotherapy has been observed to prolong overall survival rate and temozolomide (TMZ), a promising chemotherapeutic agent for treating glioblastoma (GBM), possesses the most effective clinical activity at present, although drug resistance limits its clinical outcome.",68
2289,tmz,"Chemotherapy has been observed to prolong overall survival rate and temozolomide (TMZ), a promising chemotherapeutic agent for treating glioblastoma (GBM), possesses the most effective clinical activity at present, although drug resistance limits its clinical outcome.",82
2289,tmz,"In the present study, a TMZ-resistant GBM cell line, U251R, was developed and subsequently divided into two subpopulations according to the CD133 immunophenotype.",24
2289,o-6-methylguanine,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",62
2289,tmz,"No significant difference was identified in the expression of O-6-methylguanine-DNA-methyltransferase (MGMT) between CD133(+) U251R cells and CD133(-) U251R cells, whereas the CD133(+) cell population was more resistant to TMZ-induced growth inhibition and cell death.",223
2289,tmz,TMZ achieves its cytotoxic effect by inducing DNA lesions and p53 upregulated modulator of apoptosis (PUMA) is an essential mediator of DNA damage-induced apoptosis independently of p53 status.,0
2289,tmz,"Therefore, whether PUMA effectively enhances growth suppression and induces apoptosis when combined with TMZ was investigated.",105
2289,tmz,"Consequently, it was found that adenoviruses expressing wild-type-PUMA not only lead to the apoptosis of CD133(+) U251R cells alone, but also significantly increase their sensitivity toward TMZ by elevating the Bcl-2-associated X protein/B-cell lymphoma-2 ratio without alterations in MGMT expression.",190
2289,tmz,"Therefore, PUMA may be a suitable target for intervention to improve the therapeutic efficacy of TMZ.",97
2314,tyrosinekinase,"In gliomas, two main anti growth factor receptor strategies have been evaluated in phase I/II clinical trials (a) small molecule tyrosine kinase inhibitors (TKIs) and (b) monoclonal antibodies that target growth factors or growth factor receptors other than vascular endothelial growth factor (VEGF).",129
2314,thalidomide,"Thalidomide and metronomic chemotherapy were the first antiangiogenic strategies evaluated, but they have shown only modest activity.",0
2314,bevacizumab,"Recent studies of bevacizumab, an anti-VEGF antibody, and irinotecan, a topoisomerase I inhibitor, have demonstrated a high response rate, suggesting that targeted antiangiogenic therapies may play a significant role in the management of high-grade gliomas in the future.",18
2314,irinotecan,"Recent studies of bevacizumab, an anti-VEGF antibody, and irinotecan, a topoisomerase I inhibitor, have demonstrated a high response rate, suggesting that targeted antiangiogenic therapies may play a significant role in the management of high-grade gliomas in the future.",58
2314,cediranib,"Clinical evaluation of several VEGF receptor TKIs is currently ongoing; one of these inhibitors, cediranib, has already demonstrated interesting activity as a single agent.",97
2314,cileng,The integrin inhibitor cilengitide represents another promising strategy.,23
2361,temozolomide,"Temozolomide (TMZ), an alkylating agent, is widely used for treating primary and recurrent high-grade gliomas.",0
2361,tmz,"Temozolomide (TMZ), an alkylating agent, is widely used for treating primary and recurrent high-grade gliomas.",14
2361,tmz,"However, the efficacy of TMZ is often limited by the development of resistance.",25
2361,tmz,"Recently, studies have found that TMZ treatment could induce autophagy, which contributes to therapy resistance in glioma.",34
2361,tmz,"To enhance the benefit of TMZ in the treatment of glioblastomas, effective combination strategies are needed to sensitize glioblastoma cells to TMZ.",26
2361,tmz,"To enhance the benefit of TMZ in the treatment of glioblastomas, effective combination strategies are needed to sensitize glioblastoma cells to TMZ.",144
2361,chloroquine,"In this regard, as autophagy could promote cell survival or autophagic cell death, modulating autophagy using a pharmacological inhibitor, such as chloroquine, or an inducer, such as rapamycin, has received considerably more attention.",147
2361,rapamycin,"In this regard, as autophagy could promote cell survival or autophagic cell death, modulating autophagy using a pharmacological inhibitor, such as chloroquine, or an inducer, such as rapamycin, has received considerably more attention.",183
2361,tmz,"To understand the effectiveness of regulating autophagy in glioblastoma treatment, this review summarizes reports on glioblastoma treatments with TMZ and autophagic modulators from in vitro and in vivo studies, as well as clinical trials.",146
2361,tmz,"Additionally, we discuss the possibility of using autophagy regulatory compounds that can sensitive TMZ treatment as a chemotherapy for glioma treatment.",100
2395,temozolomide,"Surgery followed by standard radiotherapy with concomitant and adjuvant chemotherapy with temozolomide is the standard of care in patients with glioblastoma, however the prognosis remains poor with a median survival in the range of 12-15 months.",90
2395,rapamycin,"Special attention has been focused on tat-gets such as epidermal growth factor receptor, vascular endothelial growth factor receptor, platelet-derived growth factor receptor, and oil pathways such as the phosphatidylinositol-3kinase/Akt/mammalian target of rapamycin and Ras/Raf/mitogen-activated protein-kinase pathways.",257
2395,bevacizumab,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",144
2395,enzastaurin,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",157
2395,gefitinib,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",239
2395,erlotinib,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",253
2395,rapamycin,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",285
2395,temsirolimus,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",296
2395,everolimus,"Several signal transduction inhibitors have been examined in preclinical and clinical malignant glioma trials, including antiangiogenic agents (bevacizumab, enzastaurin), and inhibitors of epidermal growth factor receptor tyrosine kinase (gefitinib and erlotinib), mammalian target of rapamycin (temsirolimus, everolimus) and integrin.",310
2395,cilengitide,it (cilengitide).,4
2431,bevacizumab,"Glioblastoma, an incurable, malignant, and highly vascular tumor, is a seemingly ideal target for anti-angiogenic therapies such as bevacizumab, an anti-vascular endothelial growth factor (VEGF) monoclonal antibody.",132
2431,bevacizumab,"Phase II trials in recurrent glioblastoma demonstrated bevacizumab was associated with clinical benefits, including decreases in brain edema and corticosteroids use resulting from reduced vascular permeability, as well as radiographic responses in 25 %-40 % of patients.",55
2431,bevacizumab,"In newly diagnosed disease, a phase III trial (AVAglio) showed adding bevacizumab to standard chemoradiotherapy improved progression free survival (PFS), with preservation of quality of life, and reduced corticosteroids use, but did not improve overall survival (OS).",70
2431,corticosteroids,"In newly diagnosed disease, a phase III trial (AVAglio) showed adding bevacizumab to standard chemoradiotherapy improved progression free survival (PFS), with preservation of quality of life, and reduced corticosteroids use, but did not improve overall survival (OS).",204
2431,bevacizumab,"Another similar phase III trial (RTOG 0825) found similar PFS and OS trends, but suggested that the addition of bevacizumab resulted in more frequent cognitive decline compared with standard chemoradiotherapy.",112
2431,bevacizumab,"However, interpretation of those findings is limited by the fact that progressing patients were not evaluated, and patients remained longer on study in the bevacizumab arm.",156
2431,bevacizumab,"It is possible that the observed cognitive decline represented unrecognized tumor progression, rather than deleterious bevacizumab effects.",119
2431,bevacizumab,"Regardless, even if real, it is difficult to ascertain how improvements in PFS and quality of life compare with the associated economic costs and increased toxicities of bevacizumab, in the setting of no survival benefit.",170
2431,ccnu,"Further studies in recurrent disease are being conducted; preliminary results of a randomized trial showed favorable results with the combination with CCNU, and final results are awaited.",151
2431,bevacizumab,"Meanwhile, outside the realm of clinical trials, the current trend appears to be to reserve bevacizumab for use in recurrent disease, or for patients with moderate or severe neurologic symptoms, either in the newly diagnosed or recurrent setting.",92
2456,ribociclib,"This study assesses the central nervous system (CNS) pharmacokinetics and tumor pharmacodynamics of ribociclib, a highly selective CDK4/6 inhibitor, in patients with recurrent glioblastoma.",100
2456,ribociclib,Patients and s Patients with recurrent glioblastoma with intact retinoblastoma protein (RB) expression and CDKN2A deletion or CDK4/6 amplification were treated with ribociclib daily (900 mg) for 5 days before tumor resection.,165
2456,ribociclib,"Blood, tumor, and cerebrospinal fluid (CSF) samples were collected, and total and unbound ribociclib concentrations were determined.",90
2456,ribociclib,"The mean unbound ribociclib concentrations in CSF, nonenhancing, and enhancing tumor regions were 0.374 mmol/L, 0.560, and 2.152 mmol/kg, respectively, which were more than 5-fold the in vitro IC50 for inhibition of CDK4/6 (0.04 mmol/L).",17
2456,ribociclib,"Ribociclib exhibited good CNS penetration, and target modulation was indicated by inhibition of RB phosphorylation and tumor proliferation.",0
2456,ribociclib,Ribociclib monotherapy showed limited clinical efficacy in patients with recurrent glioblastoma.,0
2536,temozolomide,"Standard treatment for newly diagnosed glioblastoma consists in maximal safe resection, if feasible, followed by radiochemotherapy and adjuvant chemotherapy with temozolomide; despite this multimodal treatment, virtually all glioblastomas relapse.",162
2536,nitrosoureas,"Loco-regional therapy with re-surgery or re-irradiation may be evaluated in selected cases, while traditional systemic therapy with nitrosoureas and temozolomide rechallenge showed limited efficacy.",132
2536,temozolomide,"Loco-regional therapy with re-surgery or re-irradiation may be evaluated in selected cases, while traditional systemic therapy with nitrosoureas and temozolomide rechallenge showed limited efficacy.",149
2536,regorafenib,"In recent years, new clinical trials using, for example, regorafenib or a combination of tyrosine kinase inhibitors and immunotherapy were performed with promising results.",57
2536,tyrosine,"In recent years, new clinical trials using, for example, regorafenib or a combination of tyrosine kinase inhibitors and immunotherapy were performed with promising results.",89
2632,temozolomide,"Temozolomide, in orthotopic brain-tumor for one month using flexible polymeric nano-implant.",0
2632,plga,A library of drug loaded (20 wt%) electrospun nanofiber of PLGA-PLA-PCL blends with distinct in vivo brain-release kinetics (hours to months) were numerically selected and a single nano-implant was formed by co-electrospinning of nano-fiber such that different set of fibres releases the drug for a specific periods from days to months by fiber-by-fiber switching.,59
2632,pla,A library of drug loaded (20 wt%) electrospun nanofiber of PLGA-PLA-PCL blends with distinct in vivo brain-release kinetics (hours to months) were numerically selected and a single nano-implant was formed by co-electrospinning of nano-fiber such that different set of fibres releases the drug for a specific periods from days to months by fiber-by-fiber switching.,64
2632,pcl,A library of drug loaded (20 wt%) electrospun nanofiber of PLGA-PLA-PCL blends with distinct in vivo brain-release kinetics (hours to months) were numerically selected and a single nano-implant was formed by co-electrospinning of nano-fiber such that different set of fibres releases the drug for a specific periods from days to months by fiber-by-fiber switching.,68
2658,gefitinib,"Gefitinib and erlotinib act as ATP mimetic agents, binding to the cytoplasmic ATP pocket domain and blocking receptor phosphorylations and, thereby, EGFR-mediated activation of downstream pathways.",0
2658,erlotinib,"Gefitinib and erlotinib act as ATP mimetic agents, binding to the cytoplasmic ATP pocket domain and blocking receptor phosphorylations and, thereby, EGFR-mediated activation of downstream pathways.",14
2658,atp,"Gefitinib and erlotinib act as ATP mimetic agents, binding to the cytoplasmic ATP pocket domain and blocking receptor phosphorylations and, thereby, EGFR-mediated activation of downstream pathways.",31
2658,atp,"Gefitinib and erlotinib act as ATP mimetic agents, binding to the cytoplasmic ATP pocket domain and blocking receptor phosphorylations and, thereby, EGFR-mediated activation of downstream pathways.",78
2658,tyrosine,Retrospective correlative analyses generated a plethora of putative predictive factors of activity of EGFR tyrosine kinase inhibitors.,107
2671,temozolomide,"Although alkylating agents such as temozolomide are widely applied as the first-line treatment for GBM, they often cause chemoresistance and remain ineffective with recurrent GBM.",35
2671,yz129,We report herein the discovery of a class of inhibitors (YZ129 and its derivatives) of the calcineurin-NFAT pathway that exhibited potent anti-tumor activity against GBM.,57
2671,yz129,"At the molecular level, YZ129 directly engaged HSP90 to antagonize its chaperoning effect on calcineurin to abrogate NFAT nuclear translocation, and also suppressed other proto-oncogenic pathways including hypoxia, glycolysis, and the PI3K/AKT/mTOR signaling axis.",24
2732,rapamycin,"Clinical trials using allosteric mTOR inhibitors (rapamycin and rapalogs) to treat patients with glioblastoma have also been unsuccessful or uncertain, in part, because rapamycin inefficiently blocks the mTORC1 target 4EBP1 and feeds back to activate PI3K-AKT signaling.",50
2732,rapamycin,"Clinical trials using allosteric mTOR inhibitors (rapamycin and rapalogs) to treat patients with glioblastoma have also been unsuccessful or uncertain, in part, because rapamycin inefficiently blocks the mTORC1 target 4EBP1 and feeds back to activate PI3K-AKT signaling.",169
2732,tak-228,"Inhibitors of the mTOR kinase (TORKi) such as TAK-228/MLN0128 interact orthosterically with the ATP-and substrate-binding pocket of mTOR kinase, efficiently block 4EBP1 in vitro, and are currently being investigated in the clinical trials.",46
2732,mln0128,"Inhibitors of the mTOR kinase (TORKi) such as TAK-228/MLN0128 interact orthosterically with the ATP-and substrate-binding pocket of mTOR kinase, efficiently block 4EBP1 in vitro, and are currently being investigated in the clinical trials.",54
2732,atp,"Inhibitors of the mTOR kinase (TORKi) such as TAK-228/MLN0128 interact orthosterically with the ATP-and substrate-binding pocket of mTOR kinase, efficiently block 4EBP1 in vitro, and are currently being investigated in the clinical trials.",96
2732,torki,"Preclinical studies suggest that TORKi have poor residence times of mTOR kinase, and our data suggest that this poor pharmacology translates into disappointing efficacy in glioblastoma xenografts.",33
2732,rapalink-1,"RapaLink-1, a TORKi linked to rapamycin, represents a drug with improved pharmacology against 4EBP1.",0
2732,rapamycin,"RapaLink-1, a TORKi linked to rapamycin, represents a drug with improved pharmacology against 4EBP1.",30
2849,panobinostat,The synergistic effects of cotreatment with the histone deacetylase (HDAC) inhibitor panobinostat and bromodomain inhibitor JQ1 or OTX015 were validated using cell viability assays in GBM cell lines.,85
2849,jq1,The synergistic effects of cotreatment with the histone deacetylase (HDAC) inhibitor panobinostat and bromodomain inhibitor JQ1 or OTX015 were validated using cell viability assays in GBM cell lines.,124
2849,otx015,The synergistic effects of cotreatment with the histone deacetylase (HDAC) inhibitor panobinostat and bromodomain inhibitor JQ1 or OTX015 were validated using cell viability assays in GBM cell lines.,131
2849,panobinostat,We found that the cotreatment with panobinostat and JQ1 or OTX015 synergistically inhibited cell viability in GBM cells.,35
2849,jq1,We found that the cotreatment with panobinostat and JQ1 or OTX015 synergistically inhibited cell viability in GBM cells.,52
2849,otx015,We found that the cotreatment with panobinostat and JQ1 or OTX015 synergistically inhibited cell viability in GBM cells.,59
2849,panobinostat,The cotreatment with panobinostat and JQ1 or OTX015 markedly inhibited cell proliferation and induced apoptosis in GBM cells.,21
2849,jq1,The cotreatment with panobinostat and JQ1 or OTX015 markedly inhibited cell proliferation and induced apoptosis in GBM cells.,38
2849,otx015,The cotreatment with panobinostat and JQ1 or OTX015 markedly inhibited cell proliferation and induced apoptosis in GBM cells.,45
2849,panobinostat,"Compared with treatment with each drug alone, the cotreatment with panobinostat and JQ1 induced more profound caspase 3/7 activation and cytotoxicity.",67
2849,jq1,"Compared with treatment with each drug alone, the cotreatment with panobinostat and JQ1 induced more profound caspase 3/7 activation and cytotoxicity.",84
2849,panobinostat,Mechanistic investigation showed that combination of panobinostat with JQ1 or OTX015 results in stronger repression of GBM-associated oncogenic genes or pathways as well as higher induction of GBM-associated tumor-suppressive genes.,53
2849,jq1,Mechanistic investigation showed that combination of panobinostat with JQ1 or OTX015 results in stronger repression of GBM-associated oncogenic genes or pathways as well as higher induction of GBM-associated tumor-suppressive genes.,71
2849,otx015,Mechanistic investigation showed that combination of panobinostat with JQ1 or OTX015 results in stronger repression of GBM-associated oncogenic genes or pathways as well as higher induction of GBM-associated tumor-suppressive genes.,78
2876,temozolomide,"Standard therapy (surgery, radiotherapy and chemotherapy with temozolomide) is of limited efficacy.",62
2876,sorafenib,"We assessed the ability of human mesenchymal stromal cells (MSCs) to uptake the multikinase inhibitor, sorafenib (SFN), and to carry this drug to a brain tumor following intranasal administration.",103
2876,sfn,"We assessed the ability of human mesenchymal stromal cells (MSCs) to uptake the multikinase inhibitor, sorafenib (SFN), and to carry this drug to a brain tumor following intranasal administration.",114
2876,sfn,MSCs were primed with SFN and drug content and release were quantified by analytical chemistry techniques.,22
2876,sfn,The ability of SFN-primed MSCs to inhibit the survival of the human U87MG GB cell line and endothelial cells was assessed in in vitro assays.,15
2876,sfn,"MSCs took up about 9 pg SFN per cell, with no effect on viability, and were able to release 60% of the primed drug.",24
2876,sfn,"The cytostatic activity of the released SFN was entirely conserved, resulting in a significant inhibition of U87MG and endothelial cell survival in vitro.",40
2876,sfn,"Two intranasal administrations of SFN-primed MSCs in U87MG-bearing mice resulted in lower levels of tumor angiogenesis than the injection of unprimed MSCs or SFN alone, but had no effect on tumor volume.",34
2876,sfn,"Two intranasal administrations of SFN-primed MSCs in U87MG-bearing mice resulted in lower levels of tumor angiogenesis than the injection of unprimed MSCs or SFN alone, but had no effect on tumor volume.",158
2876,sfn,We show the potential of MSCs to carry SFN to brain tumors following an intranasal administration.,39
2876,sfn,"However, the therapeutic effect is modest probably due to the pro-tumorigenic properties of MSCs, which may limit the action of the released SFN.",141
2908,temozolomide,"With standard therapy, which consists of surgical resection with concomitant temozolomide in addition to radiotherapy followed by adjuvant temozolomide, the median duration of survival is 12-14 months.",77
2908,temozolomide,"With standard therapy, which consists of surgical resection with concomitant temozolomide in addition to radiotherapy followed by adjuvant temozolomide, the median duration of survival is 12-14 months.",139
2908,bevacizumab,Recent results of bevacizumab may represent a proof of principle that treatment with targeted agents can result in clinical benefits for patients with glioblastoma.,18
2908,erlotinib,"We discuss preclinical and clinical data for several novel molecular targets, including growth factor receptors, phosphatidylinositol-3 kinase, SRC-family kinases, integrins, and CD95 ligand and agents that inhibit these targets, including erlotinib, enzastaurin, dasatinib, sorafenib, cilengitide, AMG102, and APG101.",240
2908,enzastaurin,"We discuss preclinical and clinical data for several novel molecular targets, including growth factor receptors, phosphatidylinositol-3 kinase, SRC-family kinases, integrins, and CD95 ligand and agents that inhibit these targets, including erlotinib, enzastaurin, dasatinib, sorafenib, cilengitide, AMG102, and APG101.",251
2908,dasatinib,"We discuss preclinical and clinical data for several novel molecular targets, including growth factor receptors, phosphatidylinositol-3 kinase, SRC-family kinases, integrins, and CD95 ligand and agents that inhibit these targets, including erlotinib, enzastaurin, dasatinib, sorafenib, cilengitide, AMG102, and APG101.",264
2908,sorafenib,"We discuss preclinical and clinical data for several novel molecular targets, including growth factor receptors, phosphatidylinositol-3 kinase, SRC-family kinases, integrins, and CD95 ligand and agents that inhibit these targets, including erlotinib, enzastaurin, dasatinib, sorafenib, cilengitide, AMG102, and APG101.",275
