,title,text,abstract,url
4689,Mebendazole and radiation in combination increase survival through anticancer mechanisms in an intracranial rodent model of malignant meningioma,"Tumors of the meninges accounting for 35% of adult brain tumors  . Most meningiomas are benign and respond to surgical resection and/or radiation therapy   . However, patients with the worst meningiomas, Grade III malignant have poor survival with few or no treatment options  . For recurrent meningiomas, which are found mostly in the Grade II and III, systematic chemotherapy   , α-interferon  , somatostatin analogues  , or VEGF inhibitors  have all been attempted, but with little success."," Meningiomas are a frequent tumor of the central nervous system. Although mostly benign, approximately 5% present as atypical or malignant tumors. Treatments for atypical meningiomas include gross total resection and radiotherapy, but about 33% of patients have recurrent tumors, sometimes as a higher grade. Recently, the brain penetrant anthelmintic drug, mebendazole, has shown promise as an anticancer agent in rodent models of glioblastoma and medulloblastoma.s The half maximal inhibitory concentration (IC50) effect on colony formation, cell proliferation, and caspase-3/7 markers of apoptosis of mebendazole with and without radiation was measured in vitro. Mice intracranially implanted with KT21MG1 human meningioma were administered mebendazole alone or in combination with radiation. Survival benefit was evaluated, while tumors were investigated by immunohistochemical staining for apoptosis, cell proliferation, and vascular density. In vitro experiments on meningioma cell lines showed the IC50 for mebendazole in the range of 0.26-0.42 mu M. Mebendazole alone induced cytotoxicity, however the combination had a greater reduction in colony formation and resulted in higher levels of cleaved caspase-3. The in vivo study showed both, mebendazole alone and the combination, to have a survival benefit with an increase in apoptosis, and decreases in tumor cell and vascular proliferation. These preclinical findings indicate that mebendazole alone or in combination with radiation can be considered for the treatment of malignant meningioma. The mechanism of action for this combination may include an increase in apoptosis, a reduction in proliferation and angiogenesis, or a combination of these effects.",https//link.springer.com/content/pdf/10.1007/s11060-018-03009-7.pdf
4715,Signal Transduction Inhibitors and Antiangiogenic Therapies for Malignant Glioma,"There is compelling evidence that activating mutations in members of signal transduction pathways can render cancer cells vulnerable to inhibitors of the mutant protein. Cancer types that have shown such extraordinary ''oncogene dependence'' include BCR-ABL mutant chronic myeloid leukemia (CML)  , c-KIT mutant gastrointestinal stromal tumors (GIST)   , EGFR mutant nonsmall cell lung cancers   , and-most recently-BRAF mutant melanomas  . Signal transduction inhibitors have also been explored in patients with malignant glioma, but the results have been largely disappointing. The only agent that has shown consistent, albeit modest, activity in glioblastoma (GBM) is an antibody that targets the vascular endothelial growth factor (VEGF). In this chapter, we will review the current experience with inhibitors of growth factor signaling pathways in malignant glioma and discuss new approaches for the future development of these compounds.","Detailed characterization of the cancer genome in a large number of primary human glioblastomas has identified recurrent alterations that result in deregulation of signal transduction pathways and are ""druggable"" with a growing number of small molecule pharmaceuticals. While many of these compounds have shown clinical activity in other human cancers harboring similar genetic alterations, the clinical experience in glioblastoma has been disappointing thus far with only rare and transient radiographic responses. Our understanding of drug resistance is confounded by the uncertainty of drug delivery across the blood brain barrier and the limited knowledge to what extent the growth of these tumors depends on any particular signaling pathway. This uncertainty is, at least in part, due to shortcomings in the current approach to evaluate signal transduction inhibitors in glioma patients, including drug testing in molecularly unselected patient populations, limited documentation of drug penetration and target inhibition in tumor tissue, and use of radiographic response criteria that may not be optimal for the evaluation of these compounds. (C) 2011 Wiley-Liss, Inc.",https//onlinelibrary.wiley.com/doi/pdfdirect/10.1002/glia.21137?download=true
4733,Selective MET Kinase Inhibition in MET-Dependent Glioma Models Alters Gene Expression and Induces Tumor Plasticity,"Therapy for high-grade diffuse gliomas (glioblastomas) consists of surgery followed by radiochemotherapy, but unfortunately these treatments only prolong median survival of patients to 15 months after first diagnosis  . A high percentage of glioblastomas carry genetic alterations in receptor tyrosine kinases (RTK) such as EGFR, PDGFRa, and MET    . Constitutive activation of these RTKs contributes to oncogenic signaling, identifying these proteins as therapeutic targets. Of special interest as a tumor target in diffuse glioma is MET and its ligand hepatocyte growth factor (HGF). Whereas normal MET function is essential for wound healing, embryogenesis and organogenesis      , MET dysregulation is associated with tumorigenesis and in glioblastomas is linked to cellular growth and migration, shorter patient survival time, and poor treatment response        .","The receptor tyrosine kinase (RTK) MET represents a promising tumor target in a subset of glioblastomas. Most RTK inhibitors available in the clinic today, including those inhibiting MET, affect multiple targets simultaneously. Previously, it was demonstrated that treatment with cabozantinib (MET/VEGFR2/RET inhibitor) prolonged survival of mice carrying orthotopic patient-derived xenografts (PDX) of the MET-addicted glioblastoma model E98, yet did not prevent development of recurrent and cabozantinib-resistant tumors. To exclude VEGFR2 inhibition-inflicted blood-brain barrier normalization and diminished tumor distribution of the drug, we have now investigated the effects of the novel MET-selective inhibitor Compound A in the orthotopic E98 xenograft model. In vitro, Compound A proved a highly potent inhibitor of proliferation of MET-addicted cell lines. In line with its target selectivity, Compound A did not restore the leaky blood-brain barrier and was more effective than cabozantinib in inhibiting MET phosphorylation in vivo. Compound A treatment significantly prolonged survival of mice carrying E98 tumor xenografts, but did not prevent eventual progression. Contrasting in vitro results, the Compound A-treated xenografts displayed high levels of AKT phosphorylation despite the absence of phosphorylated MET. Profiling by RNA sequencing showed that in vivo transcriptomes differed significantly from those in control xenografts. (C)2017 AACR.",https//mcr.aacrjournals.org/content/molcanres/15/11/1587.full.pdf
4773,Recent Advances in Oncolytic Virotherapy and Immunotherapy for Glioblastoma A Glimmer of Hope in the Search for an Effective Therapy?,"Despite aggressive multimodal therapy (surgery, radiation, a genotoxic drug temozolomide, steroid dexamethasone, TTFields, lomustine, bevacizumab, re-irradiation, etc.), survival of adult patients with newly diagnosed and recurrent glioblastoma (grade IV malignant glioma) is usually less than 18-20 months    and 8-12 months     , respectively. Over the last decade, high expectations were placed on targeted drug therapy, which was hoped to provide tumor growth control and further improvement in survival rates. However, to date, no molecularly targeted drug/antibody or combinations of small molecule inhibitors have been demonstrated to be more efficient than temozolomide (TMZ) or to increase efficacy of standard therapy in patients with primary/recurrent glioblastoma. A high rate of failures in clinical trials ( Figure 1 ) and a lack of effective targeted therapy on the horizon have fostered the development of conceptually distinct therapeutic approaches such as cellular/peptide immunotherapy and oncolytic virotherapy. Next-generation immunotherapeutics and replication-competent genetically engineered oncolytic viruses demonstrated high efficacy in preclinical models (e.g.,      ). Recent early phase trials with the recombinant adenovirus DNX-2401 (Ad5-delta24-RGD)  , polio-rhinovirus chimera (PVSRIPO)  , parvovirus H-1 (ParvOryx)  , Toca 511 retroviral vector with 5-fluorocytosine  , heat shock protein-peptide complex-96 (HSPPC-  vaccine   , cytomegalovirus pp65 RNA-pulsed dendritic cells   , and a large phase III trial of an autologous tumor lysate-pulsed dendritic cell vaccine (DCVax-L)  , have demonstrated that subsets of recurrent glioblastoma/glioma patients may significantly benefit from oncolytic virotherapy or dendritic cell-/peptide-based vaccines and survive >3 years after treatment. These encouraging clinical data raise a glimmer of hope in fighting glioblastoma after many years of intensive search for a cure.","To date, no targeted drugs, antibodies or combinations of chemotherapeutics have been demonstrated to be more efficient than temozolomide, or to increase efficacy of standard therapy (surgery, radiotherapy, temozolomide, steroid dexamethasone). According to recent phase III trials, standard therapy may ensure a median overall survival of up to 18-20 months for adult patients with newly diagnosed glioblastoma. These data explain a failure of positive non-controlled phase II trials to predict positive phase III trials and should result in revision of the landmark Stupp trial as a historical control for median overall survival in non-controlled trials. A high rate of failures in clinical trials and a lack of effective chemotherapy on the horizon fostered the development of conceptually distinct therapeutic approaches dendritic cell/peptide immunotherapy, chimeric antigen receptor (CAR) T-cell therapy and oncolytic virotherapy. Recent early phase trials with the recombinant adenovirus DNX-2401 (Ad5-delta24-RGD), polio-rhinovirus chimera (PVSRIPO), parvovirus H-1 (ParvOryx), Toca 511 retroviral vector with 5-fluorocytosine, heat shock protein-peptide complex-96 (HSPPC-96) and dendritic cell vaccines, including DCVax-L vaccine, demonstrated that subsets of patients with glioblastoma/glioma may benefit from oncolytic virotherapy/immunotherapy (>3 years of survival after treatment). However, large controlled trials are required to prove efficacy of next-generation immunotherapeutics and oncolytic vectors.",https//res.mdpi.com/d_attachment/cancers/cancers-10-00492/article_deploy/cancers-10-00492.pdf
4797,Targeted therapy for high-grade glioma with the TGF-beta 2 inhibitor trabedersen results of a randomized and controlled phase IIb study,"T he high-grade gliomas, mainly anaplastic astrocytoma (AA; WHO grade III) and glioblastoma multiforme (GBM; WHO grade IV), represent about 0% of all primary malignant brain tumors. Prognosis in these cases has only marginally improved despite technical advances in neurosurgery and radiotherapy and the approval of novel anticancer agents. Chemotherapy with the alkylating agent temozolomide (TMZ) has shown a clinically meaningful and statistically significant survival benefit in patients with newly diagnosed GBM with a median survival of 4. months with a combination of radiotherapy and TMZ vs . months with radiotherapy alone.  The respective 5-year survival rates were .8% vs .%.  However, overall survival (OS) is still poor, especially in patients with recurrent or refractory tumors with a median survival of . months for patients with AA and 7.4 months for patients with GBM.  The transforming growth factor  (TGF-b) is overexpressed in more than 0% of high-grade gliomas, and its levels are closely related to tumor progression.    Inhibition of TGF-b in tumor tissue leads to reversal of tumor-induced immune suppression as well as inhibition of tumor growth, invasion, and metastasis.    Trabedersen (AP 00) is a synthetic antisense phosphorothioate oligodeoxynucleotide complementary to the mRNA of the human TGF-b gene, developed as a novel, targeted treatment for patients with high-grade glioma. 0 The safety and efficacy of trabedersen has been established through various pharmacokinetic and toxicology studies, both in vitro and in vivo. In  phase I/II dose escalation studies, adult patients with recurrent or refractory AA or GBM and evidence of tumor progression were treated with trabedersen.  The maximum tolerated dose was not reached despite up to a 4-fold increase in the administered concentration. Long-lasting complete remissions were observed at doses of 0 and 80 mM trabedersen.","This randomized, open-label, active-controlled, dose-finding phase fib study evaluated the efficacy and safety of trabedersen (AP 12009) administered intratumorally by convection-enhanced delivery compared with standard chemotherapy in patients with recurrent/refractory high-grade glioma. One hundred and forty-five patients with central reference histopathology of recurrent/refractory glioblastoma multiforme (GBM) or anaplastic astrocytoma (AA) were randomly assigned to receive trabedersen at doses of 10 or 80 mu M or standard chemotherapy (temozolomide or procarbazine/lomustine/ vincristine). Primary endpoint was 6-month tumor control rate, and secondary endpoints included response at further timepoints, survival, and safety. Six-month tumor control rates were not significantly different in the entire study population (AA and GBM). Prespecified AA subgroup analysis showed a significant benefit regarding the 14-month tumor control rate for 10 mu M trabedersen vs chemotherapy (p=.0032). The 2-year survival rate had a trend for superiority for 10 mu M trabedersen vs chemotherapy (p=.10). Median survival for 10 mu M trabedersen was 39.1 months compared with 35.2 months for 80 mu M trabedersen and 21.7 months for chemotherapy (not significant). In GBM patients, response and survival results were comparable among the 3 arms. Exploratory analysis on GBM patients aged <= 55 years with Karnofsky performance status >80% at baseline indicated a 3-fold survival at 2 and 3 years for 10 mu M trabedersen vs chemotherapy. The frequency of patients with related or possibly drug-related adverse events was higher with standard chemotherapy (64%) than with 80 mu M trabedersen (43%) and 10 mu M trabedersen (27%). Superior efficacy and safety for 10 mu M trabedersen over 80 mu M trabedersen and chemotherapy and positive risk-benefit assessment suggest it as the optimal dose for further clinical development in high-grade glioma.",https//www.ncbi.nlm.nih.gov/pmc/articles/PMC3018908/pdf/noq142.pdf
4832,Temozolomide promotes immune escape of GBM cells via upregulating PD-L1,"Glioblastoma multiforme (GBM) is the most common and aggressive primary brain tumor in adults. Patients with GBM have traditionally been thought to have terrible prognosis, despite multiple therapies such as surgical resection combined with radiotherapy and chemotherapy using temozolomide (TMZ). Due to growth feature of GBM cells, it is difficult to remove tumor tissue completely through surgery. Surgery concomitant radio-and chemotherapy increased median survival time of the patients to 12-15 months, while 5-year survival rate is still less than 5%  . Thus, how to improve the treat-ment outcome in GBM is one of the biggest therapeutic challenges of the modern medicine  .","Glioblastoma multiforme (GBM) is the most common malignant primary brain tumor with poor prognosis, and currently effective therapeutic strategies are still limited. Although temozolomide (TMZ) is commonly used for GBM therapy and its mechanism was well characterized, while its side effects were required comprehensive investigation. In the present study, we revealed that TMZ-challenged GBM cells strongly suppressed pro-inflammatory cytokines expression in activated periphery blood mononuclear cells (PBMC), which depended on enhanced transcription of CD274 (encoding PD-L1), but not other immune checkpoints, such as CD276, HVEM and galectin-9. Moreover, abundance of membranous PD-L1 was also increased in TMZ-treated GBM cells. When PD-L1 expression was knocked down by short hairpin RNA (shRNA), inhibitory effect of TMZ-treated GBM cells on PBMC became weakened, suggesting that PD-L1 was crucial for immune inhibition capacity of TMZ-treated GBM cells. Additionally, actinomycin D reduced PD-L1 expression in GBM cells after TMZ challenge, indicating that PD-L1 induction occurred at transcriptional level. The immunoblotting results demonstrated that STAT3 signaling was involved in TMZ-mediated PD-L1 induction, and attenuated expression of PD-L1 was observed using STAT3 inhibitor VI or STAT3 shRNA. Finally, the animal study showed that combination of TMZ and PD-1 antibody therapy strongly inhibited tumor growth and achieved the improved survival rate of GBM mice. Accordingly, this study revealed the classical chemotherapy drug TMZ promoted GBM cells immune escape, even TMZ combine with PD-1 antibody treatment not further improve survival ratio of recurrent GBM patients compared with traditional therapy methods, while our animal study provided evidence that combination of TMZ and PD-1 antibody was a promising way to treat GBM, these contradictory results indicate improving the PD-1 antibody delivery efficiency can exert strong combinational therapy outcomes.",https//www.ncbi.nlm.nih.gov/pmc/articles/PMC6610056/pdf/ajcr0009-1161.pdf
4855,Micellar formulations of Crizotinib and Dasatinib in the management of glioblastoma multiforme,"Glioblastoma multiforme (GBM) is the most aggressive primary brain tumour, responsible for approximately 50% of all primary gliomas in adults   . GBM is usually managed with chemotherapeutic drugs, radiotherapy and interventional surgery  . Despite advancements in diagnostic technologies, surgical techniques, treatment regimens and radiotherapy applications, GBM carries poor prognosis when compared to other primary brain tumours  . Complete surgical resection, defined by the absence of contrast enhancement in post-operative magnetic resonance imaging is possible in only 13-25% of cases. Radiotherapy is also restricted by the intolerance of neighbouring healthy neural tissues. Moreover, the widely used chemotherapeutic agent in GBM, temozolomide can confer an average survival advantage of 2.5 months when combined with radiotherapy and complete surgical resection [   .","Glioblastoma multiforme (GBM) defies the currently practiced management of radiotherapy, chemotherapy and surgery and hence, it is associated with a high fatality rate with a median survival of 14.6 months. In our previous work investigating different tyrosine kinase inhibitors (TKIs), we established that a combination of Crizotinib and Dasatinib exerted the most potent effect on different GBM cell lines. In this work, to improve targeted therapy at the site of the tumour and avoid systemic toxicity, we exploited the enhanced permeability and retention effect by designing micellar formulations of these two TKIs. Crizotinib and Dasatinib were successfully encapsulated in poly(styrene-co-maleic acid) (SMA) micelles which were then evaluated for their physicochemical characteristics, anti-proliferative effect, mode of cell death, efficacy in spheroid models, effect on cell signalling, antiangiogenic potential and in vivo anticancer activity. Our results showed that this combination had induced a potent anti-proliferative effect in four GBM cell lines grown as a monolayer and as a spheroid. The combination was also efficacious in in vitro models of angiogenesis and vascular mimicry. In vivo data showed the enhanced activity of the micellar TKIs compared to free drugs. In conclusion, we proved that micellar formulations of Crizotinib and Dasatinib carry promising in vitro and in vivo efficacy that warrant further investigation.",https//www.tandfonline.com/doi/pdf/10.1080/1061186X.2017.1419357?needAccess=true
4903,Gene Therapy with Vector-producing Multipotent Mesenchymal Stromal Cells,"A. Gene-modiˆed MSCs Although gene-modiˆed MSCs have tumor-seeking property, local expression of the therapeutic protein is up to the presence of the MSCs. B. Vector-producing MSCs Progeny virus produced by the MSCs can transduce target cells in situ to amplify the therapeutic genes, which would be followed by long-term extensive expression, even when MSCs fade away. ","Suicide gene therapy with retroviral vector-producing cells was feasible as an adjuvant to the surgical resection of recurrent glioblastoma, although any benefit appeared to be marginal. Further evaluation of the therapeutic strategy with the vector-producing cells must incorporate improved delivery of vectors and transgenes to the target cells. We have previously demonstrated the ability of vector-producing tumor cells engineered by the adenovirus-retrovirus hybrid vector to destroy satellite tumor cells, although therapeutic efficacy for aggressive tumor has to be further evaluated by the systemic delivery of the vector-producing cells. Mesenchymal stem cells (MSCs) should be an effective delivery vehicle to seek out tumor cells in vivo and transport cancer-killing gene or immune products with minimal rejection reaction by the host. We developed vector-producing tumor-tracking cells to improve suicide cancer gene therapy. Nucleofection was attempted to deliver retrovirus vector components into rodent MSCs. Athymic nude mice with subcutaneous 9L glioma were received vector-producing MSCs through the left ventricular cavity. Optical bioluminescence imaging in vivo revealed accumulation of the MSCs into the subcutaneous 9L tumors but not Rat-1 transplants. Consequently, the vector-producing MSCs significantly enhanced pro-drug killing of glioma cells compared to MSCs without ability to generate progeny virus. Our study demonstrated the effective MSCs-mediated tumor transduction with progeny vector production to improve suicide gene therapy. Although therapeutic benefit in the various orthotopic or metastatic tumor models has to be further validated, this transduction strategy would eradicate evasive tumors in situ.",https//www.jstage.jst.go.jp/article/yakushi/130/11/130_11_1513/_pdf
4904,Betulinic Acid-Mediated Tuning of PERK/CHOP Signaling by Sp1 Inhibition as a Novel Therapeutic Strategy for Glioblastoma,"Glioblastoma (GBM) is the most common malignant primary brain tumor in adults, and it is characterized by an aggressive clinical course. The primary treatments for GBM are maximal surgical cytoreduction, concurrent chemoradiotherapy, and antivascular endothelial-growth-factor-targeted therapy   . Temozolomide (TMZ) is a first-line chemotherapeutic agent. Its small size and lipophilic Figure 1 . Betulinic acid (BA) suppresses tumor growth and survival in both parental and temozolomide (TMZ)-resistant (R) glioblastoma (GBM) cells, but not normal astrocytes. Cells were treated with 20, (A) 40, (B) or 100 μM of BA for 2 days. Dimethyl sulfoxide (DMSO) was used as vehicle control. After treatment, cell viability was determined by 3-(4,5-dimethylthiazol-2-yl)-2,5diphenyltetrazolium bromide (MTT) assay. Data presented as means ± standard deviations (t-Test **p < 0.01 and ***p < 0.001; ns not significant).","Patients with glioblastoma are at high risk of local recurrences after initial treatment with standard therapy, and recurrent tumor cells appear to be resistant to first-line drug temozolomide. Thus, finding an effective second-line agent for treating primary and recurrent glioblastomas is critical. Betulinic acid (BA), a natural product of plant origin, can cross the blood-brain barrier. Here, we investigated the antitumor effects of BA on typical glioblastoma cell lines and primary glioblastoma cells from patients, as well as corresponding temozolomide-resistant cells. Our findings verified that BA significantly reduced growth in all examined cells. Furthermore, gene-expression array analysis showed that the unfolded-protein response was significantly affected by BA. Moreover, BA treatment increased activation of the protein kinase RNA-like endoplasmic reticulum kinase (PERK)/C/EBP homologous protein (CHOP) apoptotic pathway, and reduced specificity protein 1 (Sp1) expression. However, Sp1 overexpression reversed the observed cell-growth inhibition and PERK/CHOP signaling activation induced by BA. Because temozolomide-resistant cells exhibited significantly increased Sp1 expression, we concluded that Sp1-mediated PERK/CHOP signaling inhibition protects glioblastoma against cancer therapies; hence, BA treatment targeting this pathway can be considered as an effective therapeutic strategy to overcome such chemoresistance and tumor relapse.",https//res.mdpi.com/d_attachment/cancers/cancers-12-00981/article_deploy/cancers-12-00981-v2.pdf
4927,Republished Real-time MRI guidance for intra-arterial drug delivery in a patient with a brain tumor technical note,"Axial T1 post-gadolinium weighted images of the brain before and after intra-arterial (IA) treatment show a tumor response. Corresponding axial slices of the brain 15 days (column A) and 4 days (column B) before and 3 days after IA blood brain barrier disruption (BBBD) and bevacizumab infusion (column C) demonstrate rapid growth of the enhancing mass before treatment. After the procedure the tumor mass decreased in size as well as the degree of enhancement and mass effect. Reduction of edema after treatment can be concluded from subsiding T1 hypointensity around the tumor, which is evident when comparing columns C and B.","Patients suffering from malignant brain tumors are burdened with a grim prognosis. The blood brain barrier is considered a primary obstacle in therapeutic drug delivery to the brain. Intra-arterial (IA) delivery of therapeutic agents following osmotic BBB opening has been attempted for years, but high variability has limited its widespread implementation. It has been recently shown in animal studies that MRI is superior to X-ray for guiding IA infusions, as it allows direct visualization of the brain parenchyma perfused and facilitates predictable drug targeting. Moreover, PET imaging has revealed that IA, not intravenous, delivery of bevacizumab results in brain accumulation, providing strong rationale for utilizing the IA route. Here, we present our experience in a patient with recurrent butterfly glioblastoma enrolled in first-in-man MRI-guided neurointervention for targeted IA drug delivery.",https//jnis.bmj.com/content/neurintsurg/11/8/e3.full.pdf
4937,Combinatorial Drug Testing in 3D Microtumors Derived from GBM Patient-Derived Xenografts Reveals Cytotoxic Synergy in Pharmacokinomics-informed Pathway Interactions,"tumor heterogeneity, histological, molecular, and genetic characteristics) of the primary tumor, high throughput drug screenings in orthotopic GBM PDXs are not practical due to cost and time limitations     .","Glioblastoma multiforme (GBM), the most common form of primary malignant brain cancer in adults, is a devastating disease for which effective treatment has remained elusive for over 75 years. One reason for the minimal progress during this time is the lack of accurate preclinical models to represent the patient's tumor's in vivo environment, causing a disconnect in drug therapy effectiveness between the laboratory and clinic. While patient-derived xenografts (PDX's or xenolines) are excellent human tumor representations, they are not amenable to high throughput testing. Therefore, we developed a miniaturized xenoline system (microtumors) for drug testing. Nineteen GBM xenolines were profiled for global kinase (kinomic) activity revealing actionable kinase targets associated with intracranial tumor growth rate. Kinase inhibitors for these targets (WP1066, selumetinib, crizotinib, and cediranib) were selected for single and combination therapy using a fully human-derived three-dimensional (3D) microtumor model of GBM xenoline cells embedded in HuBiogel for subsequent molecular and phenotype assays. GBM microtumors closely resembled orthotopically-implanted tumors based on immunohistochemical analysis and displayed kinomic and morphological diversity. Drug response testing could be reproducibly performed in a 96-well format identifying several synergistic combinations. Our findings indicate that 3D microtumors can provide a suitable high-throughput model for combination drug testing.",https//www.nature.com/articles/s41598-018-26840-4.pdf
4963,Vandetanib plus sirolimus in adults with recurrent glioblastoma results of a phase I and dose expansion cohort study,"Glioblastoma (GBM) is the most common primary malignant brain tumor and recurrence is nearly inevitable  ; average survival is approximately 1 year despite surgical resection, radiation, and temozolomide  . Radiation and temozolomide non-specifically target rapidly proliferating cells by causing DNA damage. An alternative therapeutic strategy is to target the specific molecular alterations upon which GBM cells are dependent on survival. Multiple signaling pathways are commonly aberrant in any given tumor, and targeting individual members is not sufficient to kill GBM cells    . For example, despite the high prevalence of epidermal growth factor receptor (EGFR) amplification and mutation in GBM, EGFR inhibition with gefitinib or erlotinib did not improve patient outcomes    , although this may have been due to inadequate drug levels reaching tumor cells  . This disappointment with single agent targeted therapy has in turn led to an understanding that concomitant use of multiple targeted agents may be necessary to increase patient survival.","Targeting specific molecular alterations in glioblastoma (GBM) might more effectively kill tumor cells and increase survival. Vandetanib inhibits epidermal growth factor receptor and vascular endothelial growth factor receptor 2. Sirolimus inhibits mammalian target of rapamycin (mTOR), a member the phosphoinositide 3-Kinase signaling pathway. We sought to determine the maximum tolerated dose (MTD) and dose-limiting toxicity (DLT) of vandetanib combined with sirolimus. Twenty-two patients (14 men; 8 women) with recurrent GBM enrolled. Median age and KPS were 52.5 years and 90 %, respectively. Patients were naive to anti-VEGF and anti-EGF therapy and mTOR inhibitors, and not on CYP3A4-inducing drugs. Vandetanib and sirolimus were orally administered on a continuous daily dosing schedule in escalating dose cohorts. Ten patients enrolled in the dose escalation phase. Twelve more enrolled at the MTD to explore progression-free survival at 6 months (PFS6) in a single arm, single stage phase II-type design. In total, 19 patients received at least one dose at the MTD, and 15 completed at least 1 cycle at MTD. MTD was 200 mg vandetanib plus 2 mg sirolimus. The DLT was elevated AST/SGOT. The most common toxicities were lymphopenia, fatigue, rash, and hypophosphatemia. For 19 patients who received at least one dose at the MTD, including seven from the phase I group, two had a partial response [10.5 %; 95 % CI (1, 33 %)] and PFS6 was 15.8 % [95 % CI (3.9, 34.9 %)]. Vandetanib and sirolimus can be safely co-administered on a continuous, daily dosing schedule.",https//link.springer.com/content/pdf/10.1007/s11060-014-1680-2.pdf
4983,Disentangling the therapeutic tactics in GBM From bench to bedside and beyond,"5-10 persons per 100,000 population, which accounts for 2% of all malignancies  . Analysis of hospital-based CNS malignancy databases has shown that 38% of the malignancies were astrocytomas, with the majority of high-grade gliomas 59.9%  . A retrospective study on the incidence of glioma among the Indian population done in the year 2017 documented that the incidence of patients with CNS tumors has been increasing over the last decades with poor prognosis in spite of constant studies being carried out. They also stated that GBM is commonly found in the sixth decade of life in a ratio of 2.61 among men and women, with a median survival rate of 8 months from initial diagnosis  .","Glioblastoma multiforme (GBM) is one of the most common and malignant form of adult brain tumor with a high mortality rate and dismal prognosis. The present standard treatment comprising surgical resection followed by radiation and chemotherapy using temozolomide can broaden patient's survival to some extent. However, the advantages are not palliative due to the development of resistance to the drug and tumor recurrence following the multimodal treatment approaches due to both intra- and intertumoral heterogeneity of GBM. One of the major contributors to temozolomide resistance is O-6-methylguanine-DNA methyltransferase. Furthermore, deficiency of mismatch repair, base excision repair, and cytoprotective autophagy adds to temozolomide obstruction. Rising proof additionally showed that a small population of cells displaying certain stem cell markers, known as glioma stem cells, adds on to the resistance and tumor progression. Collectively, these findings necessitate the discovery of novel therapeutic avenues for treating glioblastoma. As of late, after understanding the pathophysiology and biology of GBM, some novel therapeutic discoveries, such as drug repurposing, targeted molecules, immunotherapies, antimitotic therapies, and microRNAs, have been developed as new potential treatments for glioblastoma. To help illustrate, ""what are the mechanisms of resistance to temozolomide"" and ""what kind of alternative therapeutics can be suggested"" with this fatal disease, a detailed history of these has been discussed in this review article, all with a hope to develop an effective treatment strategy for GBM.",https//onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cbin.11484?download=true
5125,Targeting metabolic transformation for cancer therapy,"Tumour cells have a remarkably different metabolism from that of the tissues from which they are derived. They exhibit an altered metabolism that allows them to sustain higher proliferative rates  2 and resist some cell death signals, particularly those mediated by increased oxidative damage 3 . However, this means that they are more nutrient hungry and excrete more waste products than normal tissues, resulting in a build-up of metabolites inside the cell and the formation of a more hostile environment outside the cell. In order to divide, a cell needs to both increase its size and replicate its DNA -processes that are hugely metabolically demanding and which require large quantities of proteins, lipids and nucleotides, as well as energy in the form of ATP. This anabolic drive requires cells to increase their uptake of the building blocks for this process, major factors being amino acids and glucose.","Cancer therapy has long relied on the rapid proliferation of tumour cells for effective treatment. However, the lack of specificity in this approach often leads to undesirable side effects. Many reports have described various 'metabolic transformation' events that enable cancer cells to survive, suggesting that metabolic pathways might be good targets. There are currently several drugs under development or in clinical trials that are based on specifically targeting the altered metabolic pathways of tumours. This Review highlights pathways against which there are already drugs in different stages of development and also discusses additional druggable targets.",https//www.nature.com/articles/nrc2817.pdf
